campaign_id,campaign_objective,platform,ad_placement,device_type,operating_system,creative_format,creative_size,ad_copy_length,has_call_to_action,creative_emotion,creative_age_days,target_audience_age,target_audience_gender,audience_interest_category,income_bracket,purchase_intent_score,retargeting_flag,start_date,quarter,day_of_week,hour_of_day,campaign_day,quality_score,actual_cpc,impressions,clicks,conversions,ad_spend,revenue,bounce_rate,avg_session_duration_seconds,pages_per_session,industry_vertical,budget_tier,CTR,CPC,conversion_rate,CPA,ROAS,profit
CAMP_00749,App Installs,Facebook,Stories,Mobile,iOS,Image,300x250,Medium,True,Joy,89,55-64,Female,Business Professionals,<$50K,Medium,False,2025-09-14,3,Sunday,21,60,4,1.74,5000,25,0,43.5,0.0,48.83,162,3.68,Healthcare,Low,0.5,1.74,0.0,0.0,0.0,-43.5
CAMP_00750,Conversions,Google Ads,Stories,Desktop,Android,Text,1080x1080,Short,True,Joy,56,18-24,Female,Gamers,>$200K,Low,False,2026-01-02,1,Friday,0,24,7,4.54,29128,655,40,2973.7,18861.93,61.07,53,2.3,SaaS,Medium,2.249,4.54,6.107,74.34,6.34,15888.23
CAMP_00751,Brand Awareness,Facebook,In-Stream Video,Desktop,iOS,Image,728x90,Short,True,Curiosity,65,25-34,Male,Shoppers,<$50K,Medium,False,2024-02-19,1,Monday,8,31,6,0.78,34829,851,20,663.78,9624.4,45.2,145,2.58,SaaS,Medium,2.443,0.78,2.35,33.19,14.5,8960.62
CAMP_00752,Engagement,LinkedIn,Search,Desktop,Android,Text,728x90,Short,True,Neutral,41,65+,Male,Tech Enthusiasts,<$50K,Medium,False,2025-05-21,2,Wednesday,14,83,7,3.58,10048,131,4,468.98,2741.51,44.31,91,2.31,Finance,Low,1.304,3.58,3.053,117.24,5.85,2272.53
CAMP_00753,Conversions,LinkedIn,Feed,Mobile,Android,Video,728x90,Long,True,Joy,10,18-24,Male,Students,$50K-$100K,Medium,False,2024-03-13,1,Wednesday,22,8,5,7.52,22644,698,15,5248.96,3206.22,64.98,61,2.31,SaaS,Medium,3.082,7.52,2.149,349.93,0.61,-2042.74
CAMP_00754,Lead Generation,LinkedIn,Search,Mobile,Android,Image,1920x1080,Long,True,Trust,57,55-64,Female,Health & Fitness,<$50K,Medium,False,2024-02-02,1,Friday,10,30,7,3.93,22689,233,3,915.69,397.12,62.85,58,2.54,E-commerce,Medium,1.027,3.93,1.288,305.23,0.43,-518.57
CAMP_00755,Brand Awareness,Google Ads,Stories,Mobile,macOS,Image,1080x1080,Long,True,Fear,31,55-64,Female,Tech Enthusiasts,<$50K,Low,False,2024-05-26,2,Sunday,19,87,7,5.22,220711,2056,9,10732.32,2946.71,59.64,77,3.49,SaaS,Medium,0.932,5.22,0.438,1192.48,0.27,-7785.61
CAMP_00756,Conversions,LinkedIn,Feed,Tablet,macOS,Carousel,300x250,Long,False,Curiosity,21,35-44,All,Tech Enthusiasts,$100K-$200K,Medium,False,2024-02-29,1,Thursday,8,53,5,6.89,5000,89,1,613.21,479.11,58.47,41,2.89,SaaS,Low,1.78,6.89,1.124,613.21,0.78,-134.1
CAMP_00757,Conversions,Google Ads,Search,Mobile,Other,Video,728x90,Short,False,Curiosity,1,18-24,All,Students,<$50K,Low,False,2024-06-06,2,Thursday,17,53,3,2.56,30117,591,7,1512.96,1069.51,80.4,79,2.04,SaaS,Low,1.962,2.56,1.184,216.14,0.71,-443.45
CAMP_00758,Lead Generation,TikTok,In-Stream Video,Tablet,iOS,Video,320x50,Long,True,Curiosity,88,35-44,Female,Business Professionals,$50K-$100K,Medium,False,2026-01-10,1,Saturday,2,79,6,2.33,5000,127,1,295.91,239.05,45.81,84,2.14,E-commerce,Medium,2.54,2.33,0.787,295.91,0.81,-56.86
CAMP_00759,App Installs,Facebook,Display Network,Mobile,macOS,Interactive,1920x1080,Short,True,Curiosity,33,18-24,All,Tech Enthusiasts,$100K-$200K,Low,True,2024-02-01,1,Thursday,10,59,9,0.54,14281,829,17,447.66,11766.64,59.04,141,1.32,SaaS,Low,5.805,0.54,2.051,26.33,26.28,11318.98
CAMP_00760,Conversions,TikTok,Search,Desktop,Android,Image,1080x1080,Long,True,Trust,90,25-34,Female,Gamers,>$200K,High,False,2024-09-02,3,Monday,12,49,4,1.71,473911,6677,661,11417.67,434181.82,49.18,126,2.27,Education,Medium,1.409,1.71,9.9,17.27,38.03,422764.15
CAMP_00761,Brand Awareness,Google Ads,Stories,Tablet,Windows,Image,1080x1080,Medium,False,Joy,87,18-24,All,Shoppers,$50K-$100K,High,False,2025-08-02,3,Saturday,4,1,5,3.11,76705,557,6,1732.27,2495.62,20.73,98,4.63,Healthcare,Medium,0.726,3.11,1.077,288.71,1.44,763.35
CAMP_00762,Lead Generation,Facebook,Feed,Desktop,macOS,Carousel,728x90,Short,True,Neutral,19,18-24,Male,Gamers,$100K-$200K,High,False,2025-08-13,3,Wednesday,7,34,8,2.35,53279,2895,167,6803.25,38019.1,30.49,98,4.49,E-commerce,Medium,5.434,2.35,5.769,40.74,5.59,31215.85
CAMP_00763,Lead Generation,TikTok,Stories,Mobile,macOS,Image,300x250,Short,True,Joy,18,35-44,Male,Health & Fitness,$50K-$100K,Medium,False,2025-12-03,4,Wednesday,3,58,4,0.97,68498,2155,30,2090.35,4288.04,63.3,16,3.63,E-commerce,Low,3.146,0.97,1.392,69.68,2.05,2197.69
CAMP_00764,Conversions,Google Ads,Display Network,Desktop,Windows,Text,300x250,Medium,False,Joy,46,65+,Male,Gamers,<$50K,Medium,True,2025-08-05,3,Tuesday,7,27,9,1.33,54645,563,79,748.79,36477.44,40.51,114,2.63,Healthcare,Low,1.03,1.33,14.032,9.48,48.72,35728.65
CAMP_00765,Brand Awareness,TikTok,Stories,Mobile,Android,Image,1080x1080,Medium,False,Urgency,11,45-54,Male,Tech Enthusiasts,$50K-$100K,High,False,2025-06-06,2,Friday,18,14,6,2.2,19754,334,3,734.8,995.97,38.3,107,3.67,SaaS,Low,1.691,2.2,0.898,244.93,1.36,261.17
CAMP_00766,Conversions,LinkedIn,Feed,Tablet,Android,Carousel,1080x1080,Medium,True,Urgency,75,25-34,Male,Shoppers,$50K-$100K,High,False,2025-12-02,4,Tuesday,9,37,5,5.11,29022,446,38,2279.06,4325.33,18.54,218,4.12,Gaming,Low,1.537,5.11,8.52,59.98,1.9,2046.27
CAMP_00767,Conversions,LinkedIn,In-Stream Video,Mobile,Windows,Image,1200x628,Long,True,Fear,56,25-34,Male,Business Professionals,<$50K,Medium,False,2024-06-26,2,Wednesday,15,20,5,8.14,32542,602,22,4900.28,15390.63,70.41,77,3.66,Finance,High,1.85,8.14,3.654,222.74,3.14,10490.35
CAMP_00768,App Installs,Facebook,Display Network,Desktop,macOS,Interactive,728x90,Short,True,Curiosity,29,65+,Male,Gamers,<$50K,Medium,False,2026-01-01,1,Thursday,2,80,9,1.22,29038,954,21,1163.88,5879.83,41.17,145,2.99,SaaS,Medium,3.285,1.22,2.201,55.42,5.05,4715.95
CAMP_00769,Lead Generation,Facebook,Search,Desktop,Windows,Image,1920x1080,Medium,False,Joy,3,25-34,Female,Business Professionals,$100K-$200K,Low,False,2024-12-09,4,Monday,16,26,5,2.32,16437,464,24,1076.48,31089.1,56.45,64,1.0,Finance,Medium,2.823,2.32,5.172,44.85,28.88,30012.62
CAMP_00770,Conversions,LinkedIn,Feed,Mobile,Android,Image,1920x1080,Medium,True,Trust,19,18-24,All,Business Professionals,<$50K,Medium,True,2025-12-03,4,Wednesday,9,47,6,11.3,6640,215,4,2429.5,1013.33,66.16,67,2.78,Healthcare,Low,3.238,11.3,1.86,607.38,0.42,-1416.17
CAMP_00771,Brand Awareness,Facebook,Feed,Desktop,Android,Story,320x50,Short,False,Urgency,68,25-34,Male,Tech Enthusiasts,<$50K,Low,False,2024-05-10,2,Friday,9,69,4,1.3,11399,177,2,230.1,1107.92,53.61,16,3.13,Finance,High,1.553,1.3,1.13,115.05,4.81,877.82
CAMP_00772,Conversions,LinkedIn,Feed,Mobile,iOS,Carousel,1080x1080,Short,False,Curiosity,35,25-34,Female,Gamers,$50K-$100K,Low,False,2024-11-06,4,Wednesday,21,84,5,4.64,5000,118,0,547.52,0.0,84.38,78,3.46,Education,Low,2.36,4.64,0.0,0.0,0.0,-547.52
CAMP_00773,Brand Awareness,Facebook,Search,Mobile,macOS,Carousel,728x90,Long,False,Joy,45,35-44,Male,Business Professionals,<$50K,Medium,True,2025-06-26,2,Thursday,13,26,6,0.88,101186,1690,21,1487.2,9696.79,68.25,53,2.05,Healthcare,Medium,1.67,0.88,1.243,70.82,6.52,8209.59
CAMP_00774,Lead Generation,Google Ads,Feed,Desktop,iOS,Video,1080x1080,Medium,True,Curiosity,11,35-44,Female,Business Professionals,$100K-$200K,Low,False,2024-12-01,4,Sunday,12,85,6,6.15,49007,1844,61,11340.6,62898.24,74.08,81,3.47,Healthcare,Medium,3.763,6.15,3.308,185.91,5.55,51557.64
CAMP_00775,Conversions,Google Ads,Display Network,Mobile,Windows,Image,320x50,Medium,False,Joy,83,35-44,Female,Tech Enthusiasts,$50K-$100K,Medium,False,2025-12-09,4,Tuesday,4,60,5,3.2,19185,365,9,1168.0,5418.81,57.93,106,3.67,Finance,High,1.903,3.2,2.466,129.78,4.64,4250.81
CAMP_00776,Brand Awareness,Google Ads,Sidebar,Mobile,macOS,Image,300x250,Short,True,Trust,50,35-44,Male,Business Professionals,<$50K,High,False,2024-09-01,3,Sunday,15,50,8,3.71,244951,2617,46,9709.07,18461.04,41.58,86,5.26,Healthcare,High,1.068,3.71,1.758,211.07,1.9,8751.97
CAMP_00777,Lead Generation,Facebook,Stories,Desktop,Android,Video,1920x1080,Short,False,Urgency,52,55-64,All,Shoppers,<$50K,High,False,2025-12-27,4,Saturday,1,48,6,2.74,19781,1387,346,3800.38,71285.63,19.33,116,5.18,E-commerce,Medium,7.012,2.74,24.946,10.98,18.76,67485.25
CAMP_00778,Conversions,TikTok,Stories,Mobile,macOS,Image,728x90,Short,True,Urgency,25,35-44,Male,Health & Fitness,$50K-$100K,Medium,False,2024-10-31,4,Thursday,22,68,5,1.44,184695,4196,95,6042.24,78229.71,44.45,138,2.8,Finance,Medium,2.272,1.44,2.264,63.6,12.95,72187.47
CAMP_00779,Conversions,TikTok,Search,Mobile,macOS,Story,1080x1080,Short,False,Fear,84,18-24,Female,Business Professionals,$50K-$100K,High,False,2025-03-05,1,Wednesday,11,47,2,2.72,500000,2573,43,6998.56,7560.18,42.88,176,3.43,E-commerce,High,0.515,2.72,1.671,162.76,1.08,561.62
CAMP_00780,Conversions,Google Ads,In-Stream Video,Desktop,iOS,Video,1080x1080,Short,True,Urgency,85,25-34,Female,Students,$100K-$200K,Medium,False,2024-01-17,1,Wednesday,1,51,5,3.29,60272,1426,115,4691.54,39862.08,38.31,148,2.1,E-commerce,Medium,2.366,3.29,8.065,40.8,8.5,35170.54
CAMP_00781,Conversions,Instagram,In-Stream Video,Desktop,Android,Video,1920x1080,Short,True,Joy,75,35-44,All,Shoppers,$100K-$200K,Low,False,2024-01-01,1,Monday,17,71,4,2.56,36820,619,9,1584.64,2835.07,82.19,57,3.82,E-commerce,Medium,1.681,2.56,1.454,176.07,1.79,1250.43
CAMP_00782,Lead Generation,Facebook,Feed,Mobile,Windows,Video,300x250,Short,False,Joy,16,35-44,Female,Business Professionals,>$200K,Medium,True,2024-05-26,2,Sunday,14,22,5,1.73,12184,261,9,451.53,6373.84,50.09,122,2.49,Education,Medium,2.142,1.73,3.448,50.17,14.12,5922.31
CAMP_00783,Lead Generation,Twitter,Feed,Desktop,Android,Carousel,1080x1080,Long,True,Trust,26,35-44,All,Tech Enthusiasts,$100K-$200K,High,False,2025-09-06,3,Saturday,11,58,6,1.64,83852,2253,248,3694.92,77691.68,27.62,162,6.91,E-commerce,High,2.687,1.64,11.008,14.9,21.03,73996.76
CAMP_00784,Lead Generation,TikTok,Display Network,Desktop,Android,Image,1920x1080,Short,True,Trust,74,25-34,All,Tech Enthusiasts,<$50K,Low,False,2024-01-10,1,Wednesday,17,15,5,1.24,108710,3021,83,3746.04,53871.0,73.91,80,2.6,Finance,Medium,2.779,1.24,2.747,45.13,14.38,50124.96
CAMP_00785,Brand Awareness,TikTok,Search,Mobile,Windows,Image,1920x1080,Medium,True,Urgency,71,25-34,Male,Shoppers,<$50K,Low,False,2024-03-20,1,Wednesday,9,78,6,0.45,29505,892,3,401.4,1138.03,68.99,117,2.1,Finance,Medium,3.023,0.45,0.336,133.8,2.84,736.63
CAMP_00786,App Installs,Google Ads,Feed,Desktop,iOS,Text,300x250,Short,True,Trust,5,25-34,Female,Business Professionals,<$50K,Low,False,2024-06-07,2,Friday,2,77,6,6.33,26138,789,27,4994.37,8131.23,45.18,206,3.44,SaaS,Low,3.019,6.33,3.422,184.98,1.63,3136.86
CAMP_00787,Conversions,Google Ads,Stories,Desktop,Android,Video,320x50,Medium,True,Joy,1,18-24,Female,Gamers,$100K-$200K,Medium,True,2025-08-23,3,Saturday,17,1,8,4.54,25994,1101,96,4998.54,54305.88,50.36,86,3.45,Education,Low,4.236,4.54,8.719,52.07,10.86,49307.34
CAMP_00788,Lead Generation,Google Ads,Display Network,Tablet,iOS,Image,1080x1080,Short,False,Joy,30,25-34,All,Health & Fitness,$100K-$200K,High,False,2025-11-21,4,Friday,8,3,5,3.22,56309,1251,52,4028.22,49260.74,24.35,79,5.6,Healthcare,Medium,2.222,3.22,4.157,77.47,12.23,45232.52
CAMP_00789,Lead Generation,TikTok,Feed,Desktop,iOS,Video,1080x1080,Short,True,Urgency,24,35-44,All,Business Professionals,<$50K,Medium,True,2025-08-30,3,Saturday,3,30,5,0.52,24289,509,32,264.68,8740.8,39.7,62,2.45,Healthcare,Medium,2.096,0.52,6.287,8.27,33.02,8476.12
CAMP_00790,Engagement,Facebook,In-Stream Video,Tablet,Android,Video,300x250,Long,True,Urgency,20,18-24,All,Business Professionals,$100K-$200K,Medium,False,2024-04-08,2,Monday,2,57,6,1.82,134416,4618,87,8404.76,20063.93,38.38,146,2.5,E-commerce,Medium,3.436,1.82,1.884,96.61,2.39,11659.17
CAMP_00791,Brand Awareness,TikTok,Feed,Desktop,Windows,Video,1920x1080,Medium,True,Urgency,49,18-24,Female,Health & Fitness,$100K-$200K,High,False,2024-12-15,4,Sunday,5,79,6,0.92,139298,3000,41,2760.0,36729.84,20.73,157,5.56,Finance,High,2.154,0.92,1.367,67.32,13.31,33969.84
CAMP_00792,Conversions,Facebook,Display Network,Mobile,iOS,Image,728x90,Short,True,Curiosity,15,18-24,Male,Tech Enthusiasts,$100K-$200K,Medium,False,2024-05-10,2,Friday,10,54,7,2.33,114553,3184,57,7418.72,37498.56,59.35,118,2.63,SaaS,Medium,2.779,2.33,1.79,130.15,5.05,30079.84
CAMP_00793,Lead Generation,TikTok,Search,Mobile,Windows,Image,1920x1080,Short,False,Joy,89,25-34,Male,Students,$100K-$200K,Medium,True,2024-07-03,3,Wednesday,18,82,3,2.04,88763,387,5,789.48,1281.28,44.34,60,2.95,E-commerce,Medium,0.436,2.04,1.292,157.9,1.62,491.8
CAMP_00794,Conversions,Google Ads,Feed,Desktop,Android,Video,300x250,Medium,True,Neutral,47,35-44,Female,Business Professionals,$50K-$100K,Low,False,2025-08-26,3,Tuesday,18,25,5,6.54,168260,764,57,4996.56,29657.95,43.13,113,2.28,SaaS,Low,0.454,6.54,7.461,87.66,5.94,24661.39
CAMP_00795,Brand Awareness,Google Ads,Search,Mobile,macOS,Video,1920x1080,Medium,True,Curiosity,38,18-24,Female,Students,$50K-$100K,Medium,True,2024-11-02,4,Saturday,18,59,6,4.89,10452,277,3,1354.53,943.99,62.47,92,1.53,Finance,Low,2.65,4.89,1.083,451.51,0.7,-410.54
CAMP_00796,App Installs,Facebook,Display Network,Mobile,Android,Video,1920x1080,Short,True,Neutral,71,55-64,Female,Business Professionals,<$50K,Medium,False,2025-06-14,2,Saturday,16,86,6,1.54,32160,376,3,579.04,1368.8,56.54,55,3.17,SaaS,Medium,1.169,1.54,0.798,193.01,2.36,789.76
CAMP_00797,Engagement,Facebook,In-Stream Video,Desktop,iOS,Video,728x90,Medium,False,Trust,11,35-44,All,Shoppers,<$50K,High,True,2024-08-30,3,Friday,7,16,6,2.58,19898,735,126,1896.3,19387.52,23.66,122,5.26,SaaS,Medium,3.694,2.58,17.143,15.05,10.22,17491.22
CAMP_00798,Conversions,Facebook,Stories,Mobile,Windows,Video,728x90,Short,True,Curiosity,45,35-44,All,Business Professionals,$50K-$100K,Medium,False,2024-09-15,3,Sunday,13,32,7,0.52,201531,2549,30,1325.48,13100.35,51.39,17,2.92,SaaS,Medium,1.265,0.52,1.177,44.18,9.88,11774.87
CAMP_00799,Conversions,TikTok,Search,Mobile,Windows,Video,1920x1080,Medium,False,Neutral,13,18-24,Female,Tech Enthusiasts,<$50K,Low,False,2025-04-08,2,Tuesday,14,56,7,1.92,20680,1324,8,2542.08,1797.96,73.75,72,2.31,Education,Low,6.402,1.92,0.604,317.76,0.71,-744.12
CAMP_00800,App Installs,Google Ads,Search,Mobile,Android,Story,300x250,Medium,False,Urgency,48,18-24,Female,Business Professionals,<$50K,Low,False,2024-03-01,1,Friday,18,14,5,7.08,48551,585,4,4141.8,766.25,89.57,107,1.56,E-commerce,Low,1.205,7.08,0.684,1035.45,0.19,-3375.55
CAMP_00801,Conversions,Facebook,Stories,Mobile,Android,Image,1080x1080,Short,False,Curiosity,55,35-44,All,Tech Enthusiasts,$50K-$100K,Medium,False,2025-02-10,1,Monday,5,49,6,1.6,52497,739,13,1182.4,2653.78,56.7,122,3.11,SaaS,Medium,1.408,1.6,1.759,90.95,2.24,1471.38
CAMP_00802,Brand Awareness,Twitter,In-Stream Video,Desktop,iOS,Carousel,728x90,Medium,False,Neutral,4,45-54,All,Tech Enthusiasts,>$200K,Medium,False,2024-06-04,2,Tuesday,14,26,4,2.51,47088,1249,26,3134.99,37865.78,42.29,138,1.56,Finance,Medium,2.652,2.51,2.082,120.58,12.08,34730.79
CAMP_00803,Conversions,Google Ads,Feed,Desktop,Android,Text,1920x1080,Short,True,Joy,30,45-54,Male,Tech Enthusiasts,>$200K,Medium,False,2025-09-05,3,Friday,20,80,7,3.82,52068,627,35,2395.14,30046.78,59.47,87,2.98,Healthcare,Medium,1.204,3.82,5.582,68.43,12.54,27651.64
CAMP_00804,Conversions,Instagram,Feed,Mobile,iOS,Carousel,1080x1080,Short,True,Urgency,48,35-44,All,Business Professionals,$100K-$200K,High,False,2024-05-08,2,Wednesday,17,61,7,2.76,195151,3163,58,8729.88,19689.78,33.6,50,3.74,E-commerce,High,1.621,2.76,1.834,150.52,2.26,10959.9
CAMP_00805,Lead Generation,Instagram,Stories,Tablet,Android,Carousel,320x50,Long,True,Trust,85,35-44,All,Tech Enthusiasts,$50K-$100K,Medium,False,2026-01-13,1,Tuesday,5,77,6,3.63,30282,324,2,1176.12,285.38,52.28,100,1.12,Gaming,Low,1.07,3.63,0.617,588.06,0.24,-890.74
CAMP_00806,Conversions,Google Ads,Feed,Desktop,macOS,Image,1920x1080,Short,True,Joy,67,35-44,Male,Students,$100K-$200K,Medium,True,2024-01-14,1,Sunday,0,1,5,4.31,41865,509,75,2193.79,13540.39,27.51,132,4.4,E-commerce,Medium,1.216,4.31,14.735,29.25,6.17,11346.6
CAMP_00807,Engagement,Google Ads,In-Stream Video,Mobile,Windows,Image,300x250,Medium,True,Joy,70,25-34,Female,Gamers,$50K-$100K,High,True,2024-04-10,2,Wednesday,14,83,6,2.76,6701,65,2,179.4,325.37,49.76,90,2.94,E-commerce,Medium,0.97,2.76,3.077,89.7,1.81,145.97
CAMP_00808,App Installs,Facebook,Search,Desktop,iOS,Interactive,728x90,Short,True,Urgency,56,65+,Male,Shoppers,$50K-$100K,Low,False,2025-01-31,1,Friday,8,22,4,1.78,155049,1144,19,2036.32,5920.9,67.15,108,1.56,E-commerce,Medium,0.738,1.78,1.661,107.17,2.91,3884.58
CAMP_00809,Lead Generation,TikTok,Stories,Mobile,macOS,Video,300x250,Short,True,Urgency,45,65+,All,Tech Enthusiasts,<$50K,High,False,2025-01-09,1,Thursday,17,82,4,1.51,232581,3448,73,5206.48,27980.46,38.05,132,4.65,Healthcare,Medium,1.482,1.51,2.117,71.32,5.37,22773.98
CAMP_00810,Brand Awareness,LinkedIn,Display Network,Mobile,Android,Video,300x250,Medium,True,Joy,3,35-44,All,Business Professionals,$50K-$100K,Low,False,2024-10-08,4,Tuesday,8,65,7,5.2,12183,572,4,2974.4,595.95,65.01,58,2.76,Gaming,Low,4.695,5.2,0.699,743.6,0.2,-2378.45
CAMP_00811,Engagement,LinkedIn,Stories,Mobile,iOS,Video,1920x1080,Medium,False,Urgency,16,25-34,All,Students,$50K-$100K,Medium,True,2025-01-16,1,Thursday,14,66,7,6.46,62749,3096,55,20000.16,20300.86,54.84,67,3.96,SaaS,High,4.934,6.46,1.776,363.64,1.02,300.7
CAMP_00812,Conversions,TikTok,Search,Tablet,Windows,Text,320x50,Medium,True,Curiosity,11,45-54,All,Business Professionals,$50K-$100K,Medium,False,2025-09-13,3,Saturday,13,72,8,0.76,21820,144,1,109.44,934.61,50.48,201,1.74,Finance,High,0.66,0.76,0.694,109.44,8.54,825.17
CAMP_00813,Brand Awareness,Google Ads,Feed,Desktop,Android,Image,1080x1080,Medium,True,Trust,52,18-24,Male,Business Professionals,$50K-$100K,Medium,False,2025-09-21,3,Sunday,2,71,3,2.87,500000,5544,93,15911.28,66749.82,39.49,46,2.38,Healthcare,High,1.109,2.87,1.677,171.09,4.2,50838.54
CAMP_00814,App Installs,Twitter,Stories,Desktop,Android,Interactive,320x50,Medium,True,Urgency,72,35-44,Male,Business Professionals,$100K-$200K,Low,True,2025-06-23,2,Monday,0,86,5,1.57,37985,581,12,912.17,5187.47,56.75,55,1.54,E-commerce,Medium,1.53,1.57,2.065,76.01,5.69,4275.3
CAMP_00815,App Installs,TikTok,Feed,Tablet,iOS,Image,728x90,Medium,False,Joy,90,45-54,Male,Business Professionals,$100K-$200K,Medium,False,2024-09-02,3,Monday,1,35,4,1.5,107974,664,4,996.0,1394.56,38.22,119,3.39,E-commerce,Medium,0.615,1.5,0.602,249.0,1.4,398.56
CAMP_00816,Lead Generation,LinkedIn,Search,Desktop,Android,Image,300x250,Medium,True,Curiosity,51,18-24,Male,Business Professionals,$50K-$100K,High,False,2025-07-21,3,Monday,13,79,6,11.44,28888,437,25,4999.28,15236.21,30.94,167,1.96,SaaS,Low,1.513,11.44,5.721,199.97,3.05,10236.93
CAMP_00817,Conversions,Twitter,Stories,Mobile,iOS,Image,1920x1080,Long,True,Urgency,10,25-34,Male,Gamers,$100K-$200K,Medium,False,2025-07-03,3,Thursday,9,49,4,1.61,38237,511,3,822.71,2335.26,69.6,70,3.0,Healthcare,Medium,1.336,1.61,0.587,274.24,2.84,1512.55
CAMP_00818,Lead Generation,TikTok,Feed,Mobile,Windows,Image,1080x1080,Medium,True,Neutral,34,25-34,Female,Health & Fitness,$100K-$200K,Low,False,2025-01-01,1,Wednesday,9,35,5,1.51,13084,225,2,339.75,760.7,68.58,137,3.16,SaaS,Medium,1.72,1.51,0.889,169.88,2.24,420.95
CAMP_00819,Brand Awareness,Google Ads,Stories,Mobile,Android,Carousel,1920x1080,Short,True,Joy,83,45-54,Male,Business Professionals,$100K-$200K,Low,True,2024-10-04,4,Friday,22,49,5,5.91,145806,2524,33,14916.84,27228.14,67.83,82,2.75,Finance,Medium,1.731,5.91,1.307,452.03,1.83,12311.3
CAMP_00820,Lead Generation,Facebook,Feed,Desktop,Android,Image,728x90,Medium,True,Joy,25,55-64,Male,Students,$50K-$100K,Medium,True,2025-03-05,1,Wednesday,18,86,6,1.38,84049,2178,208,3005.64,118341.16,32.41,88,3.16,Healthcare,Medium,2.591,1.38,9.55,14.45,39.37,115335.52
CAMP_00821,Conversions,Facebook,In-Stream Video,Desktop,iOS,Image,728x90,Medium,False,Fear,22,18-24,Female,Students,>$200K,Medium,True,2024-04-11,2,Thursday,4,24,6,0.8,185545,6060,267,4848.0,133775.03,49.92,91,2.98,E-commerce,High,3.266,0.8,4.406,18.16,27.59,128927.03
CAMP_00822,Brand Awareness,Google Ads,Feed,Mobile,macOS,Video,300x250,Short,True,Fear,15,18-24,Female,Gamers,>$200K,Medium,False,2025-10-28,4,Tuesday,16,2,5,4.86,58471,2531,32,12300.66,17720.42,65.02,85,2.94,SaaS,Medium,4.329,4.86,1.264,384.4,1.44,5419.76
CAMP_00823,Lead Generation,Instagram,Display Network,Desktop,Android,Image,1200x628,Short,True,Urgency,53,65+,Female,Students,$100K-$200K,High,False,2025-05-11,2,Sunday,2,45,7,4.05,15375,195,9,789.75,3170.66,36.49,133,4.13,E-commerce,Low,1.268,4.05,4.615,87.75,4.01,2380.91
CAMP_00824,Lead Generation,Google Ads,Stories,Mobile,Android,Image,1200x628,Medium,True,Joy,17,35-44,Male,Gamers,$100K-$200K,Low,False,2025-02-12,1,Wednesday,20,18,6,3.54,22389,208,1,736.32,448.2,68.0,63,4.37,E-commerce,Medium,0.929,3.54,0.481,736.32,0.61,-288.12
CAMP_00825,Lead Generation,LinkedIn,Search,Mobile,Windows,Interactive,1920x1080,Long,True,Fear,1,18-24,Female,Tech Enthusiasts,$100K-$200K,High,False,2025-11-08,4,Saturday,1,50,6,4.71,26641,582,12,2741.22,12369.53,42.3,117,3.15,Finance,Medium,2.185,4.71,2.062,228.43,4.51,9628.31
CAMP_00826,App Installs,Facebook,Feed,Mobile,iOS,Interactive,1080x1080,Short,False,Joy,7,18-24,All,Students,<$50K,Low,False,2025-06-12,2,Thursday,17,27,5,0.99,87857,3112,18,3080.88,2231.86,83.66,40,1.81,E-commerce,Medium,3.542,0.99,0.578,171.16,0.72,-849.02
CAMP_00827,Lead Generation,Google Ads,Sidebar,Desktop,Android,Image,1920x1080,Short,False,Trust,41,65+,All,Shoppers,$100K-$200K,Medium,True,2025-02-24,1,Monday,1,45,6,3.27,54881,1777,277,5810.79,346498.97,42.05,76,1.94,Finance,Medium,3.238,3.27,15.588,20.98,59.63,340688.18
CAMP_00828,Lead Generation,Instagram,Feed,Tablet,Windows,Video,728x90,Medium,True,Trust,83,25-34,Female,Shoppers,$50K-$100K,Medium,False,2024-02-03,1,Saturday,0,3,5,2.72,41533,749,15,2037.28,6200.26,41.18,122,3.19,Healthcare,Medium,1.803,2.72,2.003,135.82,3.04,4162.98
CAMP_00829,Conversions,Twitter,Search,Mobile,Android,Text,1920x1080,Short,True,Joy,61,55-64,All,Business Professionals,>$200K,High,False,2025-12-24,4,Wednesday,4,25,4,2.3,71324,281,16,646.3,20190.3,54.06,69,5.45,Healthcare,Medium,0.394,2.3,5.694,40.39,31.24,19544.0
CAMP_00830,Lead Generation,Facebook,Sidebar,Mobile,iOS,Video,1920x1080,Long,True,Neutral,53,35-44,Female,Shoppers,<$50K,Medium,True,2025-10-19,4,Sunday,8,48,7,1.83,32973,366,7,669.78,1068.98,77.9,10,4.41,Education,Medium,1.11,1.83,1.913,95.68,1.6,399.2
CAMP_00831,Lead Generation,Google Ads,In-Stream Video,Tablet,Android,Image,728x90,Medium,False,Joy,81,35-44,Male,Tech Enthusiasts,<$50K,Medium,False,2025-04-22,2,Tuesday,5,30,4,8.44,34563,277,6,2337.88,1546.75,59.49,164,3.16,Healthcare,Medium,0.801,8.44,2.166,389.65,0.66,-791.13
CAMP_00832,Lead Generation,Google Ads,Stories,Mobile,Android,Video,300x250,Medium,True,Fear,7,25-34,All,Business Professionals,$50K-$100K,Low,True,2025-08-13,3,Wednesday,9,66,6,6.34,56110,3154,71,19996.36,24954.9,70.27,31,3.53,Education,Medium,5.621,6.34,2.251,281.64,1.25,4958.54
